196.32.117.38	11000100001000000111010100100110	255.252.0.0	14	11000100001000	133.1.1.1
190.237.168.152	10111110111011011010100010011000	255.255.252.0	22	1011111011101101101010	201.20.200.1
174.84.17.54	10101110010101000001000100110110	255.255.248.0	21	101011100101010000010	133.1.1.1
214.51.217.230	11010110001100111101100111100110	255.254.0.0	15	110101100011001	201.20.200.1
181.112.13.22	10110101011100000000110100010110	255.255.248.0	21	101101010111000000001	201.20.200.1
153.217.9.120	10011001110110010000100101111000	255.255.254.0	23	10011001110110010000100	77.94.128.1
71.149.120.73	01000111100101010111100001001001	255.255.255.254	31	0100011110010101011110000100100	133.1.1.1
136.9.216.158	10001000000010011101100010011110	255.255.0.0	16	1000100000001001	133.1.1.1
166.232.124.229	10100110111010000111110011100101	255.255.0.0	16	1010011011101000	133.1.1.1
6.117.42.21	00000110011101010010101000010101	255.255.255.255	32	00000110011101010010101000010101	133.1.1.1
140.149.60.125	10001100100101010011110001111101	255.255.0.0	16	1000110010010101	201.20.200.1
45.172.109.186	00101101101011000110110110111010	255.255.255.128	25	0010110110101100011011011	77.94.128.1
153.61.161.195	10011001001111011010000111000011	255.255.0.0	16	1001100100111101	201.20.200.1
179.89.49.83	10110011010110010011000101010011	255.255.255.0	24	101100110101100100110001	77.94.128.1
138.105.181.143	10001010011010011011010110001111	255.255.254.0	23	10001010011010011011010	77.94.128.1
209.172.115.163	11010001101011000111001110100011	255.224.0.0	11	11010001101	77.94.128.1
141.138.131.102	10001101100010101000001101100110	255.255.192.0	18	100011011000101010	201.20.200.1
182.118.3.254	10110110011101100000001111111110	255.255.224.0	19	1011011001110110000	77.94.128.1
34.60.89.239	00100010001111000101100111101111	255.255.255.0	24	001000100011110001011001	201.20.200.1
142.21.139.76	10001110000101011000101101001100	255.255.248.0	21	100011100001010110001	77.94.128.1
154.167.219.79	10011010101001111101101101001111	255.255.254.0	23	10011010101001111101101	201.20.200.1
162.141.195.204	10100010100011011100001111001100	255.255.240.0	20	10100010100011011100	77.94.128.1
155.169.47.170	10011011101010010010111110101010	255.255.252.0	22	1001101110101001001011	77.94.128.1
166.84.32.161	10100110010101000010000010100001	255.255.128.0	17	10100110010101000	133.1.1.1
180.167.234.231	10110100101001111110101011100111	255.255.254.0	23	10110100101001111110101	201.20.200.1
78.60.93.150	01001110001111000101110110010110	255.255.255.252	30	010011100011110001011101100101	201.20.200.1
126.226.106.112	01111110111000100110101001110000	255.255.255.128	25	0111111011100010011010100	201.20.200.1
180.117.27.192	10110100011101010001101111000000	255.255.248.0	21	101101000111010100011	133.1.1.1
143.137.142.156	10001111100010011000111010011100	255.255.254.0	23	10001111100010011000111	201.20.200.1
152.125.186.91	10011000011111011011101001011011	255.255.252.0	22	1001100001111101101110	133.1.1.1
138.132.79.109	10001010100001000100111101101101	255.255.255.0	24	100010101000010001001111	201.20.200.1
223.208.142.5	11011111110100001000111000000101	255.240.0.0	12	110111111101	133.1.1.1
95.214.80.184	01011111110101100101000010111000	255.255.255.224	27	010111111101011001010000101	77.94.128.1
150.244.235.36	10010110111101001110101100100100	255.255.254.0	23	10010110111101001110101	133.1.1.1
187.139.222.134	10111011100010111101111010000110	255.255.252.0	22	1011101110001011110111	77.94.128.1
198.51.155.17	11000110001100111001101100010001	255.224.0.0	11	11000110001	201.20.200.1
182.43.241.22	10110110001010111111000100010110	255.255.192.0	18	101101100010101111	133.1.1.1
199.115.167.193	11000111011100111010011111000001	255.0.0.0	8	11000111	77.94.128.1
162.219.40.209	10100010110110110010100011010001	255.255.128.0	17	10100010110110110	201.20.200.1
214.177.217.184	11010110101100011101100110111000	255.192.0.0	10	1101011010	201.20.200.1
154.26.175.44	10011010000110101010111100101100	255.255.255.0	24	100110100001101010101111	201.20.200.1
145.163.75.192	10010001101000110100101111000000	255.255.248.0	21	100100011010001101001	77.94.128.1
146.63.124.169	10010010001111110111110010101001	255.255.192.0	18	100100100011111101	201.20.200.1
182.167.92.43	10110110101001110101110000101011	255.255.128.0	17	10110110101001110	201.20.200.1
221.183.234.119	11011101101101111110101001110111	255.224.0.0	11	11011101101	77.94.128.1
170.233.129.213	10101010111010011000000111010101	255.255.192.0	18	101010101110100110	77.94.128.1
143.63.142.173	10001111001111111000111010101101	255.255.192.0	18	100011110011111110	77.94.128.1
199.230.191.93	11000111111001101011111101011101	255.240.0.0	12	110001111110	133.1.1.1
5.8.129.143	00000101000010001000000110001111	255.255.255.240	28	0000010100001000100000011000	201.20.200.1
164.245.54.146	10100100111101010011011010010010	255.255.0.0	16	1010010011110101	77.94.128.1
188.69.178.244	10111100010001011011001011110100	255.255.224.0	19	1011110001000101101	77.94.128.1
221.209.72.119	11011101110100010100100001110111	255.128.0.0	9	110111011	201.20.200.1
185.92.233.228	10111001010111001110100111100100	255.255.240.0	20	10111001010111001110	201.20.200.1
164.250.97.83	10100100111110100110000101010011	255.255.254.0	23	10100100111110100110000	77.94.128.1
208.210.112.207	11010000110100100111000011001111	255.128.0.0	9	110100001	201.20.200.1
130.58.73.251	10000010001110100100100111111011	255.255.255.0	24	100000100011101001001001	201.20.200.1
132.97.82.62	10000100011000010101001000111110	255.255.248.0	21	100001000110000101010	77.94.128.1
191.31.188.23	10111111000111111011110000010111	255.255.240.0	20	10111111000111111011	133.1.1.1
170.227.243.13	10101010111000111111001100001101	255.255.254.0	23	10101010111000111111001	77.94.128.1
46.62.135.69	00101110001111101000011101000101	255.255.255.192	26	00101110001111101000011101	77.94.128.1
146.171.184.253	10010010101010111011100011111101	255.255.254.0	23	10010010101010111011100	201.20.200.1
166.28.108.134	10100110000111000110110010000110	255.255.248.0	21	101001100001110001101	77.94.128.1
176.217.221.42	10110000110110011101110100101010	255.255.224.0	19	1011000011011001110	133.1.1.1
180.73.117.90	10110100010010010111010101011010	255.255.254.0	23	10110100010010010111010	201.20.200.1
163.184.173.229	10100011101110001010110111100101	255.255.0.0	16	1010001110111000	77.94.128.1
219.95.251.82	11011011010111111111101101010010	255.248.0.0	13	1101101101011	201.20.200.1
177.204.210.70	10110001110011001101001001000110	255.255.252.0	22	1011000111001100110100	201.20.200.1
212.131.36.12	11010100100000110010010000001100	255.192.0.0	10	1101010010	133.1.1.1
158.146.128.26	10011110100100101000000000011010	255.255.248.0	21	100111101001001010000	201.20.200.1
173.67.76.191	10101101010000110100110010111111	255.255.192.0	18	101011010100001101	77.94.128.1
148.62.134.22	10010100001111101000011000010110	255.255.0.0	16	1001010000111110	77.94.128.1
195.90.179.181	11000011010110101011001110110101	255.0.0.0	8	11000011	201.20.200.1
145.33.181.17	10010001001000011011010100010001	255.255.192.0	18	100100010010000110	201.20.200.1
121.92.179.251	01111001010111001011001111111011	255.255.255.248	29	01111001010111001011001111111	77.94.128.1
181.46.28.236	10110101001011100001110011101100	255.255.192.0	18	101101010010111000	133.1.1.1
137.115.235.243	10001001011100111110101111110011	255.255.252.0	22	1000100101110011111010	133.1.1.1
166.202.178.118	10100110110010101011001001110110	255.255.0.0	16	1010011011001010	201.20.200.1
86.92.214.241	01010110010111001101011011110001	255.255.255.252	30	010101100101110011010110111100	133.1.1.1
185.200.8.242	10111001110010000000100011110010	255.255.252.0	22	1011100111001000000010	201.20.200.1
183.57.154.115	10110111001110011001101001110011	255.255.224.0	19	1011011100111001100	201.20.200.1
114.215.39.13	01110010110101110010011100001101	255.255.255.192	26	01110010110101110010011100	77.94.128.1
159.152.93.40	10011111100110000101110100101000	255.255.255.0	24	100111111001100001011101	133.1.1.1
217.8.163.87	11011001000010001010001101010111	255.192.0.0	10	1101100100	201.20.200.1
186.12.172.209	10111010000011001010110011010001	255.255.254.0	23	10111010000011001010110	77.94.128.1
149.12.122.102	10010101000011000111101001100110	255.255.248.0	21	100101010000110001111	133.1.1.1
159.111.27.205	10011111011011110001101111001101	255.255.192.0	18	100111110110111100	77.94.128.1
186.49.212.156	10111010001100011101010010011100	255.255.240.0	20	10111010001100011101	77.94.128.1
163.125.93.69	10100011011111010101110101000101	255.255.0.0	16	1010001101111101	77.94.128.1
175.62.33.175	10101111001111100010000110101111	255.255.0.0	16	1010111100111110	201.20.200.1
128.23.196.138	10000000000101111100010010001010	255.255.252.0	22	1000000000010111110001	77.94.128.1
175.114.4.170	10101111011100100000010010101010	255.255.192.0	18	101011110111001000	133.1.1.1
130.121.156.36	10000010011110011001110000100100	255.255.224.0	19	1000001001111001100	201.20.200.1
166.82.234.15	10100110010100101110101000001111	255.255.128.0	17	10100110010100101	201.20.200.1
145.31.154.175	10010001000111111001101010101111	255.255.240.0	20	10010001000111111001	77.94.128.1
157.74.211.19	10011101010010101101001100010011	255.255.224.0	19	1001110101001010110	77.94.128.1
67.227.200.209	01000011111000111100100011010001	255.255.255.0	24	010000111110001111001000	201.20.200.1
209.155.225.208	11010001100110111110000111010000	255.252.0.0	14	11010001100110	133.1.1.1
180.68.234.76	10110100010001001110101001001100	255.255.192.0	18	101101000100010011	201.20.200.1
215.66.129.102	11010111010000101000000101100110	255.248.0.0	13	1101011101000	77.94.128.1
187.191.67.73	10111011101111110100001101001001	255.255.248.0	21	101110111011111101000	133.1.1.1
165.59.19.118	10100101001110110001001101110110	255.255.248.0	21	101001010011101100010	201.20.200.1
29.224.48.79	00011101111000000011000001001111	255.255.255.254	31	0001110111100000001100000100111	201.20.200.1
47.82.148.130	00101111010100101001010010000010	255.255.255.240	28	0010111101010010100101001000	201.20.200.1
159.130.96.218	10011111100000100110000011011010	255.255.0.0	16	1001111110000010	133.1.1.1
135.215.237.21	10000111110101111110110100010101	255.255.255.0	24	100001111101011111101101	201.20.200.1
1.190.199.107	00000001101111101100011101101011	255.255.255.248	29	00000001101111101100011101101	133.1.1.1
191.45.144.115	10111111001011011001000001110011	255.255.240.0	20	10111111001011011001	201.20.200.1
167.190.96.41	10100111101111100110000000101001	255.255.255.0	24	101001111011111001100000	201.20.200.1
151.247.247.4	10010111111101111111011100000100	255.255.252.0	22	1001011111110111111101	133.1.1.1
180.208.67.197	10110100110100000100001111000101	255.255.254.0	23	10110100110100000100001	201.20.200.1
160.128.75.178	10100000100000000100101110110010	255.255.0.0	16	1010000010000000	133.1.1.1
187.15.13.73	10111011000011110000110101001001	255.255.0.0	16	1011101100001111	201.20.200.1
140.169.193.137	10001100101010011100000110001001	255.255.254.0	23	10001100101010011100000	133.1.1.1
195.9.64.168	11000011000010010100000010101000	255.255.0.0	16	1100001100001001	133.1.1.1
201.167.58.53	11001001101001110011101000110101	255.254.0.0	15	110010011010011	201.20.200.1
209.74.169.89	11010001010010101010100101011001	255.254.0.0	15	110100010100101	201.20.200.1
173.251.15.167	10101101111110110000111110100111	255.255.224.0	19	1010110111111011000	201.20.200.1
137.67.232.116	10001001010000111110100001110100	255.255.192.0	18	100010010100001111	201.20.200.1
166.20.7.175	10100110000101000000011110101111	255.255.254.0	23	10100110000101000000011	201.20.200.1
158.7.83.82	10011110000001110101001101010010	255.255.0.0	16	1001111000000111	77.94.128.1
